Business Name,GBP Primary Category,GBP Subcategories,Phone Number,Website URL,Google Maps URL,Star Rating,Review Count,Price Range,Opening Hours,GBP Description,GBP Attributes,GBP Verified,Latest Review Date,Social Media Links,Google Photos Count,Full Address,Location,Borough,Postcode,Postcode District,Latitude,Longitude,Directory Slug,Cuisine Tags,Seafood Specialities,Booking Link,Menu Link,Delivery Platforms,Has Website,Has Booking,Has Delivery,Listing Status,Lead Priority
Prawn on the Lawn,Seafood restaurant,Fish and seafood restaurant,+44 20 3302 8668,http://www.prawnonthelawn.com/,https://maps.google.com/maps?q=Prawn+on+the+Lawn+Islington+London,4.4,616,£££,"Mon, Sun: Closed | Tue–Thu: 5–11 PM | Fri–Sat: 12–11 PM",Seafood restaurant and fishmonger in Islington serving fresh sustainable seafood.,"Dine-in, Reservations",Yes,N/A,N/A,N/A,"292-294 St Paul's Rd, London N1 2LH",Islington,Islington,N1 2LH,N1,51.546295,-0.101283,/seafood-restaurants/islington/islington/prawn-on-the-lawn/,"Seafood, Fish, Sustainable Seafood","Fresh sustainable seafood, Raw fish",https://www.sevenrooms.com/explore/potllondonvenue/,N/A,N/A,Yes,Yes,No,Active,LOW
Carnaby Fish Bar,Seafood restaurant,Fish & chips shop,+44 20 7287 3031,http://www.carnaby-fishbar.net/,https://maps.google.com/maps?q=Carnaby+Fish+Bar+London,4.7,1098,££,Opens 12 PM daily (see website),Seafood restaurant and bar in the heart of Carnaby / Soho area.,"Dine-in, Delivery",Yes,N/A,N/A,N/A,"24 Ganton St, Carnaby, London W1F 7QY",Soho / Carnaby,Westminster,W1F 7QY,W1F,51.5129536,-0.1392527,/seafood-restaurants/westminster/soho-carnaby/carnaby-fish-bar/,"Fish & Chips, Seafood, Fish Dishes","Fish & Chips, Fresh fish",N/A,https://www.carnaby-fishbar.net/menu/english,N/A,Yes,No,No,Active,LOW
Two Brothers Fish Restaurant,Fish & chips shop,Seafood restaurant,+44 20 8346 0469,http://www.twobrothers.co.uk/,https://maps.google.com/maps?q=Two+Brothers+Fish+Restaurant+Finchley+London,3.7,635,££,"Mon, Sun: Closed | Tue–Sat: 12–2:30 PM, 5:30–10 PM","Fish restaurant in Finchley, North London. Sit-in and takeaway fish & chips.","Dine-in, Takeaway, Delivery",Yes,N/A,N/A,N/A,"Regents Park Rd, London N3 1DP",Finchley,Barnet,N3 1DP,N3,51.599195,-0.196423,/seafood-restaurants/barnet/finchley/two-brothers-fish-restaurant/,"Fish & Chips, Seafood",Fish & Chips,N/A,N/A,N/A,Yes,No,No,Active,MEDIUM
Chamberlain's Restaurant & Events,Seafood restaurant,British restaurant,+44 20 7648 8690,https://chamberlainsoflondon.co.uk/,https://maps.google.com/maps?q=Chamberlains+Leadenhall+Market+London,4.4,114,N/A,Temporarily closed – see website,"Seafood restaurant and events venue at Leadenhall Market, City of London.","Dine-in, Events, Private dining",No,N/A,N/A,N/A,"23-25 Leadenhall Market, London EC3V 1LR",City of London,City of London,EC3V 1LR,EC3,51.5126593,-0.0836947,/seafood-restaurants/city-of-london/city-of-london/chamberlains-restaurant-events/,"Seafood, Fish, British Cuisine","Seafood, Fish dishes",N/A,https://chamberlainsoflondon.co.uk/menus/,N/A,Yes,No,No,Temporarily Closed,LOW
Big Easy Bar.B.Q & Crabshack – Chelsea,Seafood restaurant,"Crab house, American restaurant",+44 20 4580 1171,https://www.bigeasy.co.uk/,https://maps.google.com/maps?q=Big+Easy+Chelsea+Kings+Road+London,4.3,4595,£££,Mon–Sat: 12–10 PM | Sun: 12–9:30 PM,"American-style crab shack and BBQ restaurant on King's Road, Chelsea.","Dine-in, Delivery, Reservations, LGBTQ+ friendly",Yes,N/A,N/A,N/A,"332-334 King's Rd, London SW3 5UR",Chelsea,Kensington and Chelsea,SW3 5UR,SW3,51.485335,-0.174327,/seafood-restaurants/kensington-and-chelsea/chelsea/big-easy-barbq-crabshack-chelsea/,"Crab, Seafood, BBQ, American","Crab, Lobster, BBQ seafood",N/A,https://www.bigeasy.co.uk/menus/chelsea,N/A,Yes,No,No,Active,LOW
Burger & Lobster Mayfair,Seafood restaurant,"American restaurant, Lobster restaurant",+44 20 3205 8960,https://www.burgerandlobster.com/,https://maps.google.com/maps?q=Burger+Lobster+Mayfair+London,4.7,5354,£££,Mon–Thu: 12–10 PM | Fri–Sat: 12–11 PM | Sun: 12–10 PM,Lobster and burger restaurant in Mayfair.,"Dine-in, Delivery, Reservations, LGBTQ+ friendly",Yes,N/A,N/A,N/A,"29 Clarges St, London W1J 7EF",Mayfair,Westminster,W1J 7EF,W1J,51.5070124,-0.1455292,/seafood-restaurants/westminster/mayfair/burger-lobster-mayfair/,"Lobster, Seafood, Burgers","Whole Lobster, Lobster Roll",https://www.burgerandlobster.com/locations/london/mayfair/?triggerSevenrooms=true,https://www.burgerandlobster.com/locations/london/mayfair/mayfair-menu/,N/A,Yes,Yes,No,Active,LOW
Pop'n Pier Fish & Chips,Fish & chips shop,Seafood restaurant,+44 20 3536 5792,https://www.popnpier.co.uk/,https://maps.google.com/maps?q=Popn+Pier+Fish+Chips+Greenwich+London,4.6,390,££,Mon–Sat: 11 AM–10 PM | Sun: 11 AM–9 PM,Popular fish & chips shop in the heart of Greenwich.,"Dine-in, Takeaway, Delivery, Reservations",Yes,N/A,N/A,N/A,"19 Greenwich Church St, London SE10 9BJ",Greenwich,Greenwich,SE10 9BJ,SE10,51.4810889,-0.0099142,/seafood-restaurants/greenwich/greenwich/popn-pier-fish-chips/,"Fish & Chips, Seafood",Fish & Chips,https://thefork.co.uk/restaurant/pop-n-pier-fish-chips-r859065,N/A,N/A,Yes,Yes,No,Active,LOW
The Oystercatcher Greenwich,Gastropub,"Seafood restaurant, Pub",+44 20 8161 8225,https://oystercatchergreenwich.co.uk/,https://maps.google.com/maps?q=Oystercatcher+Greenwich+London,4.2,983,£££,Opens 12 PM daily (see website),Riverside bar and restaurant with terrace and seafood menu in Greenwich.,"Dine-in, Outdoor seating, Reservations, Wheelchair accessible",Yes,N/A,N/A,N/A,"Kings Lodge, Victoria Parade, Greenwich SE10 9FR",Greenwich,Greenwich,SE10 9FR,SE10,51.4830205,-0.0149228,/seafood-restaurants/greenwich/greenwich/the-oystercatcher-greenwich/,"Seafood, Oysters, Gastropub, Fish","Oysters, Seafood, Fresh fish",N/A,https://oystercatchergreenwich.co.uk/menus/,N/A,Yes,No,No,Active,LOW
Burger & Lobster Knightsbridge,Seafood restaurant,"American restaurant, Lobster restaurant",+44 20 7201 8676,https://www.burgerandlobster.com/,https://maps.google.com/maps?q=Burger+Lobster+Knightsbridge+Harvey+Nichols+London,4.7,8129,£££,Mon–Thu: 12–10 PM | Fri–Sat: 12–10:30 PM | Sun: 12–10 PM,"Lobster and burger restaurant inside Harvey Nichols, Knightsbridge.","Dine-in, Delivery, Reservations, LGBTQ+ friendly",Yes,N/A,N/A,N/A,"109-125 Knightsbridge, London SW1X 7RJ",Knightsbridge,Westminster,SW1X 7RJ,SW1X,51.5016642,-0.1596256,/seafood-restaurants/westminster/knightsbridge/burger-lobster-knightsbridge/,"Lobster, Seafood, Burgers","Whole Lobster, Lobster Roll",N/A,https://www.burgerandlobster.com/locations/london/knightsbridge/,N/A,Yes,No,No,Active,LOW
Ocean Basket Kingston,Seafood restaurant,"Mediterranean restaurant, Fish & chips shop",+44 20 3051 4358,https://uk.oceanbasket.com/,https://maps.google.com/maps?q=Ocean+Basket+Kingston+upon+Thames,4.8,3713,£££,"Mon–Thu, Sun: 12–9:30 PM | Fri–Sat: 12–10 PM",Bright modern seafood restaurant chain right on the Kingston riverside.,"Dine-in, Delivery, Reservations, Wheelchair accessible",Yes,N/A,N/A,N/A,"52a High St, Kingston upon Thames KT1 1EU",Kingston upon Thames,Kingston upon Thames,KT1 1EU,KT1,51.4072446,-0.3080555,/seafood-restaurants/kingston-upon-thames/kingston-upon-thames/ocean-basket-kingston/,"Seafood, Mediterranean, Fish, Grilled Fish","Fresh seafood, Calamari, Grilled fish, Prawns",https://web.dojo.app/create_booking/vendor/KYzaQvPqx_eqB2CWGrpJ2Kn9p-85faV,https://uk.oceanbasket.com/menu/main-menu/,N/A,Yes,Yes,No,Active,LOW
Pisces Fish Kitchen,Fish & chips shop,Seafood restaurant,+44 20 8547 2757,N/A,https://maps.google.com/maps?q=Pisces+Fish+Kitchen+Kingston+upon+Thames,4.9,824,££,"Mon–Thu: 11:30 AM–2:30 PM, 4:30–9:30 PM | Fri: 11:30 AM–2:30 PM, 4:30–10 PM | Sat: 12–10 PM | Sun: Closed",Highly rated fish & chips kitchen in Kingston upon Thames.,"Dine-in, Takeaway, Delivery",Yes,N/A,N/A,N/A,"58 Richmond Rd, Kingston upon Thames KT2 5EH",Kingston upon Thames,Kingston upon Thames,KT2 5EH,KT2,51.414734,-0.3006614,/seafood-restaurants/kingston-upon-thames/kingston-upon-thames/pisces-fish-kitchen/,"Fish & Chips, Seafood",Fish & Chips,N/A,N/A,N/A,No,No,No,Active,MEDIUM
Fish Kitchen Kingston,Fish & chips shop,Seafood restaurant,+44 20 8546 2886,https://www.fishkitchenkingston.com/,https://maps.google.com/maps?q=Fish+Kitchen+Kingston+upon+Thames,4.1,336,££,"Mon, Sun: Closed | Tue–Thu: 12–9 PM | Fri–Sat: 12–10 PM",Upmarket fish & chips restaurant in Kingston upon Thames.,"Dine-in, Delivery, Reservations",Yes,N/A,N/A,N/A,"58 Coombe Rd, Kingston upon Thames KT2 7AF",Kingston upon Thames,Kingston upon Thames,KT2 7AF,KT2,51.41238,-0.2868908,/seafood-restaurants/kingston-upon-thames/kingston-upon-thames/fish-kitchen-kingston/,"Fish & Chips, Seafood","Fish & Chips, Upmarket fish",https://www.opentable.co.uk/restaurant/profile/102852,N/A,N/A,Yes,Yes,No,Active,LOW
Scotts Richmond,Seafood restaurant,"British restaurant, Fine dining",+44 20 3700 2660,https://www.scotts-richmond.com/,https://maps.google.com/maps?q=Scotts+Richmond+Thames,4.3,1038,££££,Mon–Sat: 12 PM–12:30 AM | Sun: 12–8 PM,Best fish restaurant in London with amazing Thames river view according to reviewers.,"Dine-in, Reservations",Yes,N/A,N/A,N/A,"4 Whittaker Ave, Richmond TW9 1EH",Richmond,Richmond upon Thames,TW9 1EH,TW9,51.4587015,-0.3076425,/seafood-restaurants/richmond-upon-thames/richmond/scotts-richmond/,"Seafood, Fish, British Cuisine, Fine Dining","Fresh seafood, Thames-side dining",N/A,N/A,N/A,Yes,No,No,Active,LOW
The London Chip Club,Fish & chips shop,Fish and chips takeaway,+44 20 8546 8717,https://www.londonchipclub.com/,https://maps.google.com/maps?q=London+Chip+Club+Kingston,4.7,67,££,Mon: 4–9 PM | Tue–Thu: 12–10 PM | Fri–Sat: 11:30 AM–10 PM | Sun: Closed,Popular fish & chips takeaway in Kingston upon Thames.,"Dine-in, Takeaway, Delivery (Deliveroo)",Yes,N/A,N/A,N/A,"58 Villiers Rd, Kingston upon Thames KT1 3BB",Kingston upon Thames,Kingston upon Thames,KT1 3BB,KT1,51.4029411,-0.2946796,/seafood-restaurants/kingston-upon-thames/kingston-upon-thames/the-london-chip-club/,"Fish & Chips, Seafood",Fish & Chips,N/A,N/A,https://deliveroo.co.uk/menu/london/kingston/london-chip-club,Yes,No,Yes,Active,LOW
Blue Harbour London,Seafood restaurant,Mediterranean restaurant,+44 20 8313 1379,https://blueharbourlondon.co.uk/,https://maps.google.com/maps?q=Blue+Harbour+London+Bromley,4.5,477,£££,Mon–Thu: 5–10 PM | Fri–Sat: 12–10 PM | Sun: 12–9 PM,Casual seafood restaurant in Bromley Town Centre.,"Dine-in, Reservations",Yes,N/A,N/A,N/A,"250 High St, Bromley BR1 1PG",Bromley,Bromley,BR1 1PG,BR1,51.4068551,0.0120573,/seafood-restaurants/bromley/bromley/blue-harbour-london/,"Seafood, Mediterranean, Fish","Fresh seafood, Fish dishes",N/A,https://www.blueharbourlondon.co.uk/menu/,N/A,Yes,No,No,Active,LOW
Dennys Lobster & Oyster Seafood Restaurant,Seafood restaurant,Fish and seafood restaurant,+44 20 8467 5612,http://www.dennysseafoodrestaurant.co.uk/,https://maps.google.com/maps?q=Dennys+Lobster+Oyster+Chislehurst,4.7,423,£££,Mon: Closed | Tue–Sat: 6 PM–12 AM | Sun: 12 PM–12 AM,Seafood restaurant in a charming old station waiting room in Chislehurst.,"Dine-in, Reservations",Yes,N/A,N/A,N/A,"3 Station Approach, Chislehurst BR7 5NN",Chislehurst,Bromley,BR7 5NN,BR7,51.4051935,0.0579201,/seafood-restaurants/bromley/chislehurst/dennys-lobster-oyster-seafood-restaurant/,"Lobster, Oysters, Seafood, Fish","Lobster, Oysters, Seafood dishes",N/A,N/A,N/A,Yes,No,No,Active,LOW
Fish Wala Thornton Heath,Fish restaurant,Seafood restaurant,+44 20 8073 1777,N/A,https://maps.google.com/maps?q=Fish+Wala+Thornton+Heath+Croydon,4.9,41,£,Mon–Sun: 11 AM–11 PM,"Fresh fish restaurant in Thornton Heath, Croydon. Very affordable and highly rated.","Dine-in, Takeaway, Delivery",No,N/A,N/A,N/A,"17 Woodville Rd, Thornton Heath CR7 8LH",Thornton Heath,Croydon,CR7 8LH,CR7,51.3995241,-0.0978057,/seafood-restaurants/croydon/thornton-heath/fish-wala-thornton-heath/,"Fish, Seafood, Caribbean Fish",Fresh fish dishes,N/A,N/A,N/A,No,No,No,Active,HIGH
Seafood & Tingz,Seafood restaurant,Seafood boil restaurant,+44 20 3089 2750,N/A,https://maps.google.com/maps?q=Seafood+Tingz+Thornton+Heath+Croydon,4.3,88,£££,Mon–Sat: 7 AM–11 PM | Sun: 11 AM–9 PM,"Seafood boil restaurant in Thornton Heath, South London.","Dine-in, Takeaway",Yes,N/A,N/A,N/A,"81 Thornton Rd, Thornton Heath CR7 6BD",Thornton Heath,Croydon,CR7 6BD,CR7,51.3916403,-0.1178178,/seafood-restaurants/croydon/thornton-heath/seafood-tingz/,"Seafood Boil, Crab, Shrimp","Seafood boil, Crab, Seafood",N/A,N/A,N/A,No,No,No,Active,MEDIUM
Amore Walthamstow,Seafood restaurant,Caribbean restaurant,+44 20 0027 6524,https://amorefoodanddrinks.com/,https://maps.google.com/maps?q=Amore+Walthamstow+London,4.7,141,N/A,Mon–Sat: 12–11 PM | Sun: 12–10 PM,Seafood paradise in Walthamstow High Street.,"Dine-in, Reservations",Yes,N/A,N/A,N/A,"64 High St, London E17 7LD",Walthamstow,Waltham Forest,E17 7LD,E17,51.5822996,-0.0302134,/seafood-restaurants/waltham-forest/walthamstow/amore-walthamstow/,"Seafood, Caribbean Fish",Seafood dishes,N/A,N/A,N/A,Yes,No,No,Active,LOW
Mar & Terra,Portuguese restaurant,Seafood restaurant,+44 20 8556 8888,https://www.marandterra.co.uk/,https://maps.google.com/maps?q=Mar+Terra+Lea+Bridge+Road+Leyton+London,4.9,888,£££,Mon: Closed | Opens 6 PM Tue (see website),Women-owned Portuguese seafood restaurant on Lea Bridge Road with fresh fish and seafood.,"Dine-in, Delivery",Yes,N/A,N/A,N/A,"714 Lea Bridge Rd, London E10 6AW",Leyton / Leytonstone,Waltham Forest,E10 6AW,E10,51.5770665,-0.0096677,/seafood-restaurants/waltham-forest/leyton-leytonstone/mar-terra/,"Seafood, Portuguese, Fresh Fish","Portuguese seafood, Fresh fish, Bacalhau",N/A,https://www.marandterra.co.uk/,https://www.marandterra.co.uk/order,Yes,No,Yes,Active,LOW
Sea Fryer Fish Bar,Fish & chips shop,Seafood restaurant,+44 7821 570539,https://www.seafryerfishbar.co.uk/,https://maps.google.com/maps?q=Sea+Fryer+Fish+Bar+Walthamstow+London,4.5,119,££,"Opens daily, closes 10 PM (see website)",Great fish and chips shop in Walthamstow.,"Dine-in, Takeaway",Yes,N/A,N/A,N/A,"67 Forest Rd, London E17 6HF",Walthamstow,Waltham Forest,E17 6HF,E17,51.5874281,-0.0398509,/seafood-restaurants/waltham-forest/walthamstow/sea-fryer-fish-bar/,"Fish & Chips, Seafood",Fish & Chips,N/A,N/A,N/A,Yes,No,No,Active,LOW
Bronek's Fish Restaurant,Seafood restaurant,Fish and seafood restaurant,+44 7984 924830,https://www.facebook.com/broneksfishrestaurant/,https://maps.google.com/maps?q=Broneks+Fish+Restaurant+West+Ealing+London,4.7,1389,£££,Mon–Sat: 12–11 PM | Sun: 12–10 PM,Best fish and seafood restaurant in West London — a local favourite in West Ealing.,"Dine-in, Takeaway, Reservations, LGBTQ+ friendly",Yes,N/A,N/A,N/A,"149 Northfield Ave, London W13 9QT",West Ealing,Ealing,W13 9QT,W13,51.5025807,-0.3162384,/seafood-restaurants/ealing/west-ealing/broneks-fish-restaurant/,"Seafood, Fish, Grilled Fish","Fresh seafood, Grilled fish",https://wa.me/message/76NF4MIB3E6QO1,N/A,N/A,Yes,Yes,No,Active,LOW
The Whistling Oyster,Seafood restaurant,Oyster bar restaurant,+44 20 3196 1838,http://thewhistlingoyster.co.uk/,https://maps.google.com/maps?q=The+Whistling+Oyster+Chiswick+London,4.8,150,N/A,Mon: Closed | Tue: 10 AM–4 PM | Wed–Sat: 10 AM–10 PM | Sun: 12–6 PM,"Nicest fish restaurant in London — hands down, according to reviewers. Chiswick gem.","Dine-in, Reservations",Yes,N/A,N/A,N/A,"46 Devonshire Rd, Chiswick, London W4 2HD",Chiswick,Hounslow,W4 2HD,W4,51.4912484,-0.2554698,/seafood-restaurants/hounslow/chiswick/the-whistling-oyster/,"Seafood, Oysters, Fish","Oysters, Fresh seafood",https://www.opentable.co.uk/restaurant/profile/389508,N/A,N/A,Yes,Yes,No,Active,LOW
Fish & Spice,Seafood restaurant,Fish and chips takeaway,+44 20 3337 9504,https://fishnspicehounslow.co.uk/,https://maps.google.com/maps?q=Fish+Spice+Hounslow+London,4.4,120,£££,Mon–Thu: 1–10 PM | Fri–Sat: 1–11 PM | Sun: 1–10 PM,Best seafood in London according to reviewers. Fish and spice restaurant in Hounslow.,"Dine-in, Takeaway, Delivery",Yes,N/A,N/A,N/A,"773 London Rd, Hounslow TW3 1RS",Hounslow,Hounslow,TW3 1RS,TW3,51.471005,-0.3528093,/seafood-restaurants/hounslow/hounslow/fish-spice/,"Seafood, Fish & Chips, Grilled Fish","Fresh seafood, Spiced fish",N/A,https://fishnspicehounslow.co.uk/food-menu,N/A,Yes,No,No,Active,LOW
My Fish & Seafood,Fish restaurant,Seafood restaurant,N/A,N/A,https://maps.google.com/maps?q=My+Fish+Seafood+Lewisham+London,3.3,33,N/A,N/A,Fish and seafood restaurant in Lewisham High Street.,"Dine-in, Takeaway",No,N/A,N/A,N/A,"116 Lewisham High St, London SE13 6JG",Lewisham,Lewisham,SE13 6JG,SE13,51.462115,-0.0102683,/seafood-restaurants/lewisham/lewisham/my-fish-seafood/,"Fish, Seafood",Fish dishes,N/A,N/A,N/A,No,No,No,Active,HIGH
Fish! Borough Market Restaurant,Seafood restaurant,Fish and seafood restaurant,+44 20 7407 3803,https://www.fishboroughmarket.com/,https://maps.google.com/maps?q=Fish+Borough+Market+Restaurant+London,4.1,3632,££,"Mon–Wed, Sun: 11:30 AM–10 PM | Thu–Sat: 11:30 AM–11 PM",Seafood restaurant inside Borough Market serving fresh fish and chips.,"Dine-in, Delivery, Reservations",Yes,N/A,N/A,N/A,"Borough Market, Cathedral St, London SE1 9AL",Southwark / London Bridge,Southwark,SE1 9AL,SE1,51.5058591,-0.0901353,/seafood-restaurants/southwark/southwark-london-bridge/fish-borough-market-restaurant/,"Seafood, Fish & Chips, Fresh Fish","Fish & chips, Fresh seafood",https://www.opentable.co.uk/restaurant/profile/34282,https://www.fishboroughmarket.com/menus/,N/A,Yes,Yes,No,Active,LOW
Hot n juicy shrimp LDN – Dulwich,Seafood restaurant,Seafood boil restaurant,+44 20 3369 1365,http://www.hotnjuicyshrimpldn.co.uk/,https://maps.google.com/maps?q=Hot+Juicy+Shrimp+Dulwich+London,4.7,2731,£££,Mon–Tue: Closed | Wed–Thu: 5–10:30 PM | Fri: 5–11:30 PM | Sat: 1–11:30 PM | Sun: 2–10 PM,Women-owned seafood boil restaurant in Dulwich. LGBTQ+ friendly.,"Dine-in, Delivery, Reservations, LGBTQ+ friendly",Yes,N/A,N/A,N/A,"134A Thurlow Park Rd, London SE21 8HN",Dulwich,Southwark,SE21 8HN,SE21,51.4410433,-0.0917032,/seafood-restaurants/southwark/dulwich/hot-n-juicy-shrimp-ldn-dulwich/,"Seafood Boil, Shrimp, Crab, Lobster","Seafood boil, Fresh shrimp, Crab legs",https://www.quandoo.co.uk/place/hot-n-juicy-shrimp-dulwich-100216,https://www.hotnjuicyshrimpldn.co.uk/pages/menu,N/A,Yes,Yes,No,Active,LOW
Ocean Fresh fish and chips,Fish & chips shop,Fish and chips takeaway,+44 20 8567 5662,N/A,https://maps.google.com/maps?q=Ocean+Fresh+Fish+Chips+West+Ealing+London,4.5,135,£,Mon–Sat: 11:30 AM–11 PM | Sun: 1–9 PM,Best fish and chips in whole London according to reviewers. West Ealing.,"Dine-in, Takeaway, Delivery (Just Eat)",Yes,N/A,N/A,N/A,"166 Broadway, London W13 0TL",West Ealing,Ealing,W13 0TL,W13,51.5096561,-0.3288754,/seafood-restaurants/ealing/west-ealing/ocean-fresh-fish-and-chips/,"Fish & Chips, Seafood",Fish & Chips,N/A,https://www.just-eat.co.uk/restaurants-ocean-fresh-westealing,N/A,No,No,No,Active,MEDIUM
Lotus House Fish & Chips,Fish & chips shop,Fish and chips takeaway,+44 20 8847 5832,N/A,https://maps.google.com/maps?q=Lotus+House+Fish+Chips+South+Ealing+London,4.4,87,£,"Mon–Sat: 12–2 PM, 5–9 PM | Sun: Closed","One of the best fish & chips in London, in South Ealing.","Dine-in, Takeaway",No,N/A,N/A,N/A,"Lotus House, 163 S Ealing Rd, London W5 4QP",Ealing,Ealing,W5 4QP,W5,51.4982049,-0.3055294,/seafood-restaurants/ealing/ealing/lotus-house-fish-chips/,"Fish & Chips, Seafood",Fish & Chips,N/A,N/A,N/A,No,No,No,Active,MEDIUM
The Fat Crab Harrow,Seafood restaurant,Crab house,+44 1895 913311,http://www.thefatcrab.com/,https://maps.google.com/maps?q=Fat+Crab+Harrow+Rayners+Lane+London,4.3,963,£££,Mon: Closed | Tue–Fri: 4–11 PM | Sat–Sun: 1–11 PM,Crab and seafood restaurant in Harrow / Rayners Lane.,"Dine-in, Reservations",Yes,N/A,N/A,N/A,"383 Alexandra Ave, Rayners Lane, Harrow HA2 9EF",Harrow,Harrow,HA2 9EF,HA2,51.5720786,-0.3715731,/seafood-restaurants/harrow/harrow/the-fat-crab-harrow/,"Crab, Seafood, Shellfish","Crab dishes, Seafood",https://eatapp.co/reserve/the-fat-crab-harrow-383-alexandra-avenue,N/A,N/A,Yes,Yes,No,Active,LOW
The Family Crab,Seafood restaurant,"Crab house, Seafood boil restaurant",+44 20 8367 0888,https://thefamilycrab.com/,https://maps.google.com/maps?q=The+Family+Crab+Enfield+London,3.8,310,£££,Mon: Closed | Tue–Sun: 2–10:30 PM,Family-friendly crab and seafood restaurant in Enfield.,"Dine-in, Delivery",Yes,N/A,N/A,N/A,"Unit 12, Cambridge Parade, Great Cambridge Rd, Enfield EN1 4JU",Enfield,Enfield,EN1 4JU,EN1,51.6604678,-0.0579745,/seafood-restaurants/enfield/enfield/the-family-crab/,"Crab, Seafood, Seafood Boil","Crab, Seafood boil",N/A,https://thefamilycrab.com/order-now,N/A,Yes,No,No,Active,MEDIUM
North Sea Fish Restaurant,Fish & chips shop,Seafood restaurant,+44 20 7387 5892,http://www.northseafishrestaurant.co.uk/,https://maps.google.com/maps?q=North+Sea+Fish+Restaurant+Bloomsbury+London,4.5,2548,££,Mon: 5–9:30 PM | Tue–Sun: 12–9:30 PM,Classic London fish & chips restaurant in Bloomsbury near King's Cross.,"Dine-in, Takeaway, Delivery",Yes,N/A,N/A,N/A,"7-8 Leigh St, London WC1H 9EW",Bloomsbury,Camden,WC1H 9EW,WC1,51.5263701,-0.1252221,/seafood-restaurants/camden/bloomsbury/north-sea-fish-restaurant/,"Fish & Chips, Seafood, British","Fish & Chips, Grilled fish",N/A,https://www.northseafishrestaurant.co.uk/menus/,N/A,Yes,No,No,Active,LOW
Colombar London,Seafood restaurant,Caribbean restaurant,+44 7587 278707,https://colombar.co.uk/,https://maps.google.com/maps?q=Colombar+London+Harrow+Rayners+Lane,4.3,115,N/A,Mon–Fri: 11 AM–11 PM | Sat–Sun: 11:30 AM–11 PM,"Caribbean-inspired seafood restaurant in Rayners Lane, Harrow.","Dine-in, Delivery, Reservations",Yes,N/A,N/A,N/A,"436 Alexandra Ave, Rayners Lane, Harrow HA2 9TW",Harrow,Harrow,HA2 9TW,HA2,51.5736359,-0.3708648,/seafood-restaurants/harrow/harrow/colombar-london/,"Caribbean Seafood, Fish, Seafood",Caribbean seafood dishes,https://www.colombar.co.uk/book-a-table,https://www.colombar.co.uk/menus,N/A,Yes,Yes,No,Active,LOW
Wright Brothers South Kensington,Seafood restaurant,Oyster bar restaurant,+44 20 7581 0131,https://thewrightbrothers.co.uk/,https://maps.google.com/maps?q=Wright+Brothers+South+Kensington+London,4.4,633,£££,Mon–Thu: 12–11 PM | Fri–Sat: 12–11:30 PM | Sun: 12–10 PM,Fresh oysters and seafood in South Kensington.,"Dine-in, Takeaway, Reservations",Yes,N/A,N/A,N/A,"56A Old Brompton Rd, South Kensington, London SW7 3DY",South Kensington,Kensington and Chelsea,SW7 3DY,SW7,51.493095,-0.1764753,/seafood-restaurants/kensington-and-chelsea/south-kensington/wright-brothers-south-kensington/,"Oysters, Seafood, Fish","Oysters, Seafood platters, Fresh fish",N/A,http://thewrightbrothers.co.uk/food-menu-locations/south-kensington/,N/A,Yes,No,No,Active,LOW
Barrafina Drury Lane,Spanish restaurant,"Seafood restaurant, Tapas bar",+44 20 7440 1486,http://www.barrafina.com/,https://maps.google.com/maps?q=Barrafina+Drury+Lane+London+WC2,4.5,1427,£££,"Mon–Wed, Sun: 12–3 PM, 5–10 PM | Thu–Sat: 12–3 PM, 5–11 PM","Renowned Spanish tapas and seafood restaurant on Drury Lane, Covent Garden.","Dine-in, Reservations",Yes,N/A,N/A,N/A,"43 Drury Ln, London WC2B 5AJ",Covent Garden,Westminster,WC2B 5AJ,WC2B,51.5143895,-0.1217902,/seafood-restaurants/westminster/covent-garden/barrafina-drury-lane/,"Seafood, Spanish Tapas, Fish, Gambas","Gambas al ajillo, Cuttlefish, Fresh seafood",N/A,https://www.barrafina.com/locations/drury-lane/menu/,N/A,Yes,No,No,Active,LOW
The Seafood Plug,Seafood restaurant,Seafood boil restaurant,+44 7307 958155,https://www.theseafoodplug.co.uk/,https://maps.google.com/maps?q=The+Seafood+Plug+Dagenham,4.7,52,£££,Mon: Closed | Opens 12 PM Tue (see website),"Seafood restaurant in Chadwell Heath Industrial Park, Dagenham.","Dine-in, Delivery (Deliveroo), LGBTQ+ friendly",Yes,N/A,N/A,N/A,"Unit G12, Chadwell Heath Industrial Park, Kemp Rd, Dagenham RM8 1SL",Dagenham,Barking and Dagenham,RM8 1SL,RM8,51.5634703,0.1325812,/seafood-restaurants/barking-and-dagenham/dagenham/the-seafood-plug/,"Seafood Boil, Lobster, Crab, Shrimp","Seafood boil, Fresh seafood",N/A,https://www.theseafoodplug.co.uk/order-online/,https://deliveroo.co.uk/menu/London/chadwell-heath/the-seafood-plug,Yes,No,Yes,Active,LOW
